PlayerID,SeasonType,Season,Team,Number,Name,Position,PositionCategory,Played,Started,PassingAttempts,PassingCompletions,PassingYards,PassingCompletionPercentage,PassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PassingInterceptions,PassingRating,PassingLong,PassingSacks,PassingSackYards,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingLong,ReceivingTargets,Receptions,ReceivingYards,ReceivingYardsPerReception,ReceivingTouchdowns,ReceivingLong,Fumbles,FumblesLost,PuntReturns,PuntReturnYards,PuntReturnTouchdowns,KickReturns,KickReturnYards,KickReturnTouchdowns,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,FieldGoalsAttempted,FieldGoalsMade,ExtraPointsMade,TwoPointConversionPasses,TwoPointConversionRuns,TwoPointConversionReceptions,FantasyPoints,FantasyPosition,PlayerSeasonID,ExtraPointsAttempted,AuctionValue,AuctionValuePPR,FantasyPointsFanDuel,FieldGoalsMade0to19,FieldGoalsMade20to29,FieldGoalsMade30to39,FieldGoalsMade40to49,FieldGoalsMade50Plus,FantasyPointsDraftKings,AverageDraftPosition,AverageDraftPositionPPR,TeamID
430,1,2021,BAL,15,S.Koch,P,ST,17,0,1,0,0,0,0,0,0,0,39.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,990674141,0,,,0,0,0,0,0,0,0,,,3
549,1,2021,ARI,5,M.Prater,K,ST,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,47,0,0,0,151,K,990670606,49,,,154,0,11,9,3,7,154,,,1
611,1,2021,NYJ,87,J.Flacco,QB,OFF,2,1,42,27,338,64.3,8,12.5,3,0,113,62,2,13,2,3,1.5,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.82,QB,990669669,0,,,23.82,0,0,0,0,0,24.82,,,24
732,1,2021,ATL,19,M.Ryan,QB,OFF,17,17,560,375,3968,67,7.1,10.6,20,12,90.39,64,40,274,40,82,2,1,17,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,222.92,QB,990669723,0,,,234.92,0,0,0,0,0,250.92,,,2
1410,1,2021,SF,27,R.Gould,K,ST,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,39,0,0,0,105,K,990670499,40,,,112,0,6,4,7,3,112,,,31
1694,1,2021,GB,18,M.Crosby,K,ST,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,25,49,0,0,0,130,K,990671416,51,,,134,0,9,9,4,3,134,,,12
2405,1,2021,KC,69,C.Henne,QB,OFF,4,0,16,11,82,68.8,5.1,7.5,0,0,80.73,17,0,0,8,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.28,QB,990671779,0,,,3.28,0,0,0,0,0,3.28,,,16
2593,1,2021,GB,79,A.Rodgers,QB,OFF,16,16,531,366,4115,68.9,7.7,11.2,37,4,111.9,75,30,188,33,101,3.1,3,18,1,1,-4,-4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.3,QB,990671417,0,,,336.8,0,0,0,0,0,349.3,,,12
3061,1,2021,GB,50,M.Lewis,TE,OFF,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,214,9.3,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,TE,990671418,0,,,32.9,0,0,0,0,0,44.4,,,12
3100,1,2021,ARI,14,A.Lee,P,ST,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,P,990670607,0,,,-2,0,0,0,0,0,-1,,,1
3341,1,2021,BAL,76,C.Campbell,DE,DEF,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,5,1.5,3.5,12,1,0,1,0,0,0,0,0,0,0,0,0,63.35,DL,990674142,0,,,0,0,0,0,0,0,0,,,3
3617,1,2021,SEA,5,D.Brown,OT,OFF,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,990669882,0,,,0,0,0,0,0,0,0,,,30
3807,1,2021,PIT,44,B.Roethlisberger,QB,OFF,16,16,605,390,3740,64.5,6.2,9.6,22,10,86.79,59,38,239,20,5,0.2,1,8,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,218.1,QB,990669776,0,,,228.1,0,0,0,0,0,239.1,,,28
3943,1,2021,LV,10,D.Jackson,WR,OFF,16,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,4,34,20,454,22.7,2,75,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8,WR,990672097,0,,,65.8,0,0,0,0,0,82.8,,,25
4314,1,2021,TB,88,T.Brady,QB,OFF,17,17,719,485,5316,67.5,7.4,11,43,12,102.08,62,22,144,28,81,2.9,2,13,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.74,QB,990667526,0,,,386.74,0,0,0,0,0,416.74,,,33
4807,1,2021,SEA,92,A.Peterson,RB,OFF,4,3,0,0,0,0,0,0,0,0,0,0,0,0,38,98,2.6,2,16,4,4,8,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,RB,990703437,0,,,24.6,0,0,0,0,0,26.6,,,30
5099,1,2021,LAR,2,A.Whitworth,OT,OFF,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,990672098,0,,,0,0,0,0,0,0,0,,,32
6489,1,2021,BAL,56,J.Johnson,QB,OFF,4,1,85,57,638,67.1,7.5,11.2,5,2,99.04,28,3,23,9,28,3.1,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.32,QB,990699128,0,,,48.32,0,0,0,0,0,54.32,,,3
7651,1,2021,NE,58,M.Slater,WR,OFF,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,990671362,0,,,0,0,0,0,0,0,0,,,21
8243,1,2021,CLE,97,D.Colquitt,P,ST,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,990686555,0,,,0,0,0,0,0,0,0,,,8
8283,1,2021,WAS,4,R.Fitzpatrick,QB,OFF,1,1,6,3,13,50,2.2,4.3,0,0,56.25,6,1,2,1,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,QB,990670044,0,,,0.72,0,0,0,0,0,0.72,,,35
8358,1,2021,NE,22,B.Hoyer,QB,OFF,5,0,11,9,227,81.8,20.6,25.2,1,0,149.05,48,0,0,11,-8,-0.7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.28,QB,990671363,0,,,12.28,0,0,0,0,0,12.28,,,21
8433,1,2021,CIN,71,K.Huber,P,ST,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,990670973,0,,,0,0,0,0,0,0,0,,,7
8459,1,2021,BAL,90,A.Smith,OT,OFF,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,990677932,0,,,0,0,0,0,0,0,0,,,3
8485,1,2021,SF,1,A.Mack,C,OFF,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,990670500,0,,,0,0,0,0,0,0,0,,,31
8534,1,2021,LAC,7,J.Cook,TE,OFF,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,48,564,11.8,4,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,84.4,TE,990669991,0,,,108.4,0,0,0,0,0,132.4,,,29
8550,1,2021,MIA,28,J.McCourty,CB,DEF,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,DB,990671308,0,,,0,0,0,0,0,0,0,,,19
8750,1,2021,TB,43,R.Succop,K,ST,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,56,0,0,0,131,K,990667527,59,,,138,0,11,7,7,0,138,,,33
8920,1,2021,CHI,14,J.Peters,OT,OFF,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,990672042,0,,,0,0,0,0,0,0,0,,,6
9038,1,2021,LAR,3,M.Stafford,QB,OFF,17,17,601,404,4886,67.2,8.1,12.1,41,17,102.93,79,30,243,32,43,1.3,0,12,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,329.74,QB,990672099,0,,,346.74,0,0,0,0,0,369.74,,,32
9162,1,2021,CAR,9,J.Jansen,LS,ST,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,990670153,0,,,0,0,0,0,0,0,0,,,5
9196,1,2021,NO,12,M.Jenkins,SS,DEF,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,26,3,1,8,2,5,1,0,0,1,1,0,0,0,0,0,0,90.8,DB,990671469,0,,,0,0,0,0,0,0,0,,,22
9201,1,2021,ATL,85,T.Morstead,P,ST,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,990677222,0,,,0,0,0,0,0,0,0,,,2
9902,1,2021,LAC,25,C.Daniel,QB,OFF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,QB,990669992,0,,,-0.2,0,0,0,0,0,-0.2,,,29
9906,1,2021,HOU,5,D.Amendola,WR,OFF,8,0,1,0,0,0,0,0,0,0,39.58,0,0,0,0,0,0,0,0,37,24,248,10.3,3,39,1,0,0,0,0,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44.8,WR,990670771,0,,,56.8,0,0,0,0,0,71.8,,,13
10067,1,2021,TEN,87,B.Kern,P,ST,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,990670660,0,,,0,0,0,0,0,0,0,,,34
10333,1,2021,NYG,99,G.Gano,K,ST,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,17,0,0,0,118,K,990671577,17,,,123,0,5,12,5,7,123,,,23
10974,1,2021,TB,29,R.Gronkowski,TE,OFF,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,55,802,14.6,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.2,TE,990667528,0,,,143.7,0,0,0,0,0,180.2,,,33
10978,1,2021,NE,28,D.McCourty,SS,DEF,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,42,18,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,70,DB,990671364,0,,,0,0,0,0,0,0,0,,,21
11008,1,2021,TEN,49,M.Cox,LS,ST,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,990670661,0,,,0,0,0,0,0,0,0,,,34
11023,1,2021,SEA,72,C.Dunlap II,DE,DEF,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,8,8.5,64.5,14,7,1,0,0,0,0,0,0,0,0,0,0,86.45,DL,990669883,0,,,0,0,0,0,0,0,0,,,30
11043,1,2021,PIT,19,J.Haden,CB,DEF,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,43.5,DB,990669777,0,,,0,0,0,0,0,0,0,,,28
11047,1,2021,ARI,12,C.McCoy,QB,OFF,8,3,99,74,740,74.7,7.5,10,3,1,101.41,50,6,40,22,37,1.7,0,11,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3,QB,990670608,0,,,42.3,0,0,0,0,0,46.3,,,1
11056,1,2021,TB,72,A.Brown,WR,OFF,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,6,62,42,545,13,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.1,WR,990667529,0,,,100.1,0,0,0,0,0,130.1,,,33
11063,1,2021,BUF,25,E.Sanders,WR,OFF,14,13,0,0,0,0,0,0,0,0,0,0,0,0,2,31,15.5,0,24,72,42,626,14.9,4,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.7,WR,990669829,0,,,110.7,0,0,0,0,0,131.7,,,4
11105,1,2021,DEN,6,K.Jackson,SS,DEF,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,26,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,83,DB,990671522,0,,,0,0,0,0,0,0,0,,,10
11120,1,2021,HOU,28,J.Weeks,LS,ST,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,990670772,0,,,0,0,0,0,0,0,0,,,13
11132,1,2021,BUF,97,J.Hughes,DE,DEF,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,1,2,8.5,7,3,2,0,0,0,0,0,0,0,0,0,0,34.85,DL,990669830,0,,,0,0,0,0,0,0,0,,,4
11151,1,2021,PIT,90,T.Alualu,DE,DEF,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,DL,990669778,0,,,0,0,0,0,0,0,0,,,28
11302,1,2021,LAC,54,L.Joseph,DT,DEF,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,3,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,51.5,DL,990669993,0,,,0,0,0,0,0,0,0,,,29
11315,1,2021,PHI,56,B.Graham,DE,DEF,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,DL,990669670,0,,,0,0,0,0,0,0,0,,,26
11382,1,2021,TB,58,N.Suh,NT,DEF,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,7,6,38,13,0,0,1,0,0,0,0,0,0,0,0,0,59.8,DL,990667530,0,,,0,0,0,0,0,0,0,,,33
11385,1,2021,LAC,68,B.Bulaga,OT,OFF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,990669994,0,,,0,0,0,0,0,0,0,,,29
11414,1,2021,MIN,42,E.Griffen,DE,DEF,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,4,5,42,10,0,1,0,0,0,0,0,0,0,0,0,0,43.7,DL,990670918,0,,,0,0,0,0,0,0,0,,,20
11437,1,2021,ARI,98,C.Peters,DT,DEF,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,24,DL,990670609,0,,,0,0,0,0,0,0,0,,,1
11488,1,2021,CHI,94,J.Graham,TE,OFF,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,167,11.9,3,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.7,TE,990672043,0,,,43.7,0,0,0,0,0,50.7,,,6
11514,1,2021,LV,57,G.McCoy,DT,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,990674194,0,,,0,0,0,0,0,0,0,,,25
11545,1,2021,TEN,71,R.Saffold III,G,OFF,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,990670662,0,,,0,0,0,0,0,0,0,,,34
11565,1,2021,LAC,6,A.Roberts,WR,OFF,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,6.3,0,9,2,1,35,35,0,35,3,2,20,99,0,37,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,WR,990670773,0,,,7.9,0,0,0,0,0,10.4,,,29
11664,1,2021,LV,85,R.Incognito,G,OFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,990674195,0,,,0,0,0,0,0,0,0,,,25
11694,1,2021,NE,65,N.Folk,K,ST,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,36,42,0,0,0,160,K,990671365,47,,,171,0,9,11,11,5,171,,,21
11767,1,2021,TB,84,S.McLendon,NT,DEF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0.5,1.5,5,1,1,0,0,1,0,0,0,0,0,0,0,23.15,DL,990667531,0,,,0,0,0,0,0,0,0,,,33
12247,1,2021,TB,13,J.Pierre-Paul,OLB,DEF,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,3,2.5,6,5,4,1,0,0,0,0,0,0,0,0,0,0,46.1,LB,990667532,0,,,0,0,0,0,0,0,0,,,33
12308,1,2021,SF,91,T.Williams,OT,OFF,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,990670501,0,,,0,0,0,0,0,0,0,,,31
12330,1,2021,CIN,76,C.Harris,LS,ST,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,990670974,0,,,0,0,0,0,0,0,0,,,7
12450,1,2021,SEA,41,A.Woods,DT,DEF,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,4,1.5,12.5,5,3,0,0,0,0,0,0,0,0,0,0,0,54.25,DL,990669884,0,,,0,0,0,0,0,0,0,,,30
12554,1,2021,IND,79,A.Sendejo,FS,DEF,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,44.5,DB,990677219,0,,,0,0,0,0,0,0,0,,,14
12707,1,2021,PHI,74,J.Kelce,C,OFF,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,990669671,0,,,0,0,0,0,0,0,0,,,26
12764,1,2021,HOU,65,M.Cannon,OL,OFF,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,990670774,0,,,0,0,0,0,0,0,0,,,13
12777,1,2021,ATL,47,L.Smith,TE,OFF,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,65,7.2,1,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,TE,990669724,0,,,17,0,0,0,0,0,21.5,,,2
12778,1,2021,NYG,75,N.Solder,OT,OFF,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,990671578,0,,,0,0,0,0,0,0,0,,,23
12787,1,2021,SEA,33,N.Bellore,FB,OFF,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,4,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,RB,990669885,0,,,0.9,0,0,0,0,0,1.4,,,30
12815,1,2021,BAL,22,J.Bynes,ILB,DEF,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,26,6,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,80.1,LB,990680998,0,,,0,0,0,0,0,0,0,,,3
12822,1,2021,BAL,50,P.McPhee,OLB,DEF,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,2,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,20.7,LB,990674143,0,,,0,0,0,0,0,0,0,,,3
12829,1,2021,BAL,70,J.Smith,CB,DEF,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20.5,DB,990674144,0,,,0,0,0,0,0,0,0,,,3
12831,1,2021,HOU,8,T.Taylor,QB,OFF,6,6,150,91,966,60.7,6.4,10.6,5,5,76.69,52,13,119,19,151,7.9,3,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.74,QB,990670775,0,,,86.74,0,0,0,0,0,86.74,,,13
12841,1,2021,CHI,9,A.Dalton,QB,OFF,8,6,236,149,1515,63.1,6.4,10.2,8,9,76.85,60,18,143,16,76,4.8,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,84.2,QB,990672044,0,,,93.2,0,0,0,0,0,100.2,,,6
12845,1,2021,ARI,18,A.Green,WR,OFF,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,54,848,15.7,3,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.8,WR,990670610,0,,,129.8,0,0,0,0,0,162.8,,,1
12880,1,2021,MIA,61,J.Sheard,DE,DEF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,DL,990688053,0,,,0,0,0,0,0,0,0,,,19
12881,1,2021,TEN,52,B.Skrine,CB,DEF,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,20,DB,990685068,0,,,0,0,0,0,0,0,0,,,34
